stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening F:\C-projects\C-games\blasteroids\SELF-CONTAINED\bin\Debug\allegro5.cfg r
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.26305] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.27922] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.27934] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.29867] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.29882] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.31490] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.31501] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.32997] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.33006] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.35032] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.35052] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.36353] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.36363] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.37983] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.37992] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.39691] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.39707] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.41366] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.41384] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.42940] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.42962] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.44845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.44871] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.46448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.46455] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.47913] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.47927] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.49703] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.49721] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.51595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.51609] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.53167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.53190] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.54669] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.54729] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.56512] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.56524] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.57914] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.57931] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.59895] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.59913] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.61311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.61327] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.62872] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.62887] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.64767] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.64780] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.66343] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.66360] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.67925] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.67940] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.69580] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.69592] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.71315] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.71321] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.73045] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.73054] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.74558] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.74567] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.76576] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.76586] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.77901] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.77911] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.79649] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.79663] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.81350] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.81366] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.82916] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.82931] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.84695] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.84709] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  21.86349] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  21.86370] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87503] removed dtor for sub_bitmap 03549A98
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87507] removed dtor for sub_bitmap 03549D38
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87510] removed dtor for sub_bitmap 03549E88
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87513] removed dtor for sub_bitmap 03549FD8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87515] removed dtor for sub_bitmap 0354A128
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87517] removed dtor for sub_bitmap 0354A278
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87519] removed dtor for sub_bitmap 035A7AA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87522] removed dtor for sub_bitmap 035A7BF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87525] removed dtor for sub_bitmap 035A7D40
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87527] removed dtor for sub_bitmap 0354A518
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87530] removed dtor for sub_bitmap 0354A668
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87532] removed dtor for sub_bitmap 035A6BF8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87534] removed dtor for sub_bitmap 035A7950
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87535] removed dtor for sub_bitmap 0B892518
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87537] removed dtor for sub_bitmap 0B892BD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87538] removed dtor for sub_bitmap 0B892268
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87539] removed dtor for sub_bitmap 0B892920
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87541] removed dtor for bitmap 0B893E18
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87551] removed dtor for font 035A6ED8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87553] removed dtor for sub_bitmap 0B8923C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87555] removed dtor for sub_bitmap 0B892670
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87558] removed dtor for sub_bitmap 0B8927C8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87561] removed dtor for sub_bitmap 0B892A78
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87564] removed dtor for sub_bitmap 035AD4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87567] removed dtor for sub_bitmap 035ACA20
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87570] removed dtor for sub_bitmap 035ACCD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87573] removed dtor for sub_bitmap 035ACB78
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87576] removed dtor for sub_bitmap 035ABF60
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87578] removed dtor for sub_bitmap 035ACE28
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87581] removed dtor for sub_bitmap 035ADCF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87584] removed dtor for sub_bitmap 035AC4C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87587] removed dtor for sub_bitmap 035ACF80
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87590] removed dtor for sub_bitmap 035AD638
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87593] removed dtor for sub_bitmap 035AD0D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87596] removed dtor for sub_bitmap 035AD230
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87598] removed dtor for sub_bitmap 035AC0B8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87601] removed dtor for sub_bitmap 035AD388
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87604] removed dtor for sub_bitmap 035AD790
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87607] removed dtor for sub_bitmap 035AD8E8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87610] removed dtor for sub_bitmap 035AC210
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87613] removed dtor for sub_bitmap 035ADA40
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87616] removed dtor for sub_bitmap 035ADB98
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87618] removed dtor for sub_bitmap 035AC368
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87621] removed dtor for sub_bitmap 035AC618
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87624] removed dtor for sub_bitmap 035AC770
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87627] removed dtor for sub_bitmap 035AC8C8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87630] removed dtor for sub_bitmap 035AE0C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87634] removed dtor for sub_bitmap 035AFCF8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87637] removed dtor for sub_bitmap 035AE370
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87641] removed dtor for sub_bitmap 035AF640
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87643] removed dtor for sub_bitmap 035AF238
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87645] removed dtor for sub_bitmap 035AF798
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87646] removed dtor for sub_bitmap 035AF4E8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87648] removed dtor for sub_bitmap 035AEF88
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87649] removed dtor for sub_bitmap 035AFA48
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87651] removed dtor for sub_bitmap 035AEE30
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87652] removed dtor for sub_bitmap 035AE778
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87653] removed dtor for sub_bitmap 035AE620
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87655] removed dtor for sub_bitmap 035AECD8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87656] removed dtor for sub_bitmap 035AE218
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87658] removed dtor for sub_bitmap 035AF390
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87659] removed dtor for sub_bitmap 035AE4C8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87661] removed dtor for sub_bitmap 035AF0E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87662] removed dtor for sub_bitmap 035AE8D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87663] removed dtor for sub_bitmap 035AEA28
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87665] removed dtor for sub_bitmap 035AF8F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87666] removed dtor for sub_bitmap 035AFBA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87668] removed dtor for sub_bitmap 035ADF68
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87669] removed dtor for sub_bitmap 035AEB80
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87671] removed dtor for sub_bitmap 035B0378
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87672] removed dtor for sub_bitmap 035B0220
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87674] removed dtor for sub_bitmap 035B0A30
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87676] removed dtor for sub_bitmap 035B14F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87677] removed dtor for sub_bitmap 035B1398
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87678] removed dtor for sub_bitmap 035B1BA8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87680] removed dtor for sub_bitmap 035B08D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87681] removed dtor for sub_bitmap 035B00C8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87683] removed dtor for sub_bitmap 035B0780
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87684] removed dtor for sub_bitmap 035B10E8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87686] removed dtor for sub_bitmap 035B04D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87689] removed dtor for sub_bitmap 035B1648
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87691] removed dtor for sub_bitmap 035B0B88
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87692] removed dtor for sub_bitmap 035B0CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87694] removed dtor for sub_bitmap 035B17A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87695] removed dtor for sub_bitmap 035B0F90
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87697] removed dtor for sub_bitmap 035B1240
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87698] removed dtor for sub_bitmap 035B0E38
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87700] removed dtor for sub_bitmap 035B18F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87701] removed dtor for sub_bitmap 035B1A50
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87703] removed dtor for sub_bitmap 035B0628
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87706] removed dtor for sub_bitmap 035B1D00
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87708] removed dtor for sub_bitmap 035AFF70
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87711] removed dtor for sub_bitmap 035B2A38
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87713] removed dtor for sub_bitmap 035B2CE8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87715] removed dtor for sub_bitmap 035B2E40
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87716] removed dtor for sub_bitmap 035B2F98
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87719] removed dtor for sub_bitmap 035B3BB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87721] removed dtor for sub_bitmap 035B2B90
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87724] removed dtor for sub_bitmap 035B30F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87726] removed dtor for sub_bitmap 035B1F78
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87729] removed dtor for sub_bitmap 035B3248
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87732] removed dtor for sub_bitmap 035B3D08
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87734] removed dtor for sub_bitmap 035B2630
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87736] removed dtor for sub_bitmap 035B33A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87739] removed dtor for sub_bitmap 035B34F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87741] removed dtor for sub_bitmap 035B3900
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87743] removed dtor for sub_bitmap 035B24D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87745] removed dtor for sub_bitmap 035B3650
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87747] removed dtor for sub_bitmap 035B37A8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87749] removed dtor for sub_bitmap 035B3A58
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87752] removed dtor for sub_bitmap 035B20D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87753] removed dtor for sub_bitmap 035B2228
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87754] removed dtor for sub_bitmap 035B2380
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87756] removed dtor for sub_bitmap 035B2788
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87759] removed dtor for sub_bitmap 035B28E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87762] removed dtor for sub_bitmap 035B48E8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87764] removed dtor for sub_bitmap 035B4A40
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87766] removed dtor for sub_bitmap 035B5BB8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87769] removed dtor for sub_bitmap 035B4388
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87771] removed dtor for sub_bitmap 035B4B98
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87773] removed dtor for sub_bitmap 035B5500
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87775] removed dtor for sub_bitmap 035B5658
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87776] removed dtor for sub_bitmap 035B40D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87779] removed dtor for sub_bitmap 035B4CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87781] removed dtor for sub_bitmap 035B4E48
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87783] removed dtor for sub_bitmap 035B4FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87786] removed dtor for sub_bitmap 035B50F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87788] removed dtor for sub_bitmap 035B5D10
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87791] removed dtor for sub_bitmap 035B5250
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87794] removed dtor for sub_bitmap 035B3F80
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87796] removed dtor for sub_bitmap 035B53A8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87799] removed dtor for sub_bitmap 035B57B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87801] removed dtor for sub_bitmap 035B5908
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87803] removed dtor for sub_bitmap 035B4230
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87806] removed dtor for sub_bitmap 035B4638
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87807] removed dtor for sub_bitmap 035B44E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87808] removed dtor for sub_bitmap 035B5A60
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87811] removed dtor for sub_bitmap 035B4790
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87813] removed dtor for sub_bitmap 035B70F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87815] removed dtor for sub_bitmap 035B73A8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87818] removed dtor for sub_bitmap 035B7BB8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87820] removed dtor for sub_bitmap 035B7500
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87823] removed dtor for sub_bitmap 035B6790
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87825] removed dtor for sub_bitmap 035B7658
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87828] removed dtor for sub_bitmap 035B77B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87830] removed dtor for sub_bitmap 035B6FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87831] removed dtor for sub_bitmap 035B68E8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87834] removed dtor for sub_bitmap 035B6B98
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87837] removed dtor for sub_bitmap 035B6A40
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87843] removed dtor for sub_bitmap 035B7908
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87845] removed dtor for sub_bitmap 035B7D10
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87848] removed dtor for sub_bitmap 035B7A60
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87851] removed dtor for sub_bitmap 035B7E68
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87853] removed dtor for sub_bitmap 035B6CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87855] removed dtor for sub_bitmap 035B7FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87858] removed dtor for sub_bitmap 035B8118
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87860] removed dtor for sub_bitmap 035B8270
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87863] removed dtor for sub_bitmap 035B6E48
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87866] removed dtor for sub_bitmap 035B83C8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87868] removed dtor for sub_bitmap 035B7250
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87870] removed dtor for sub_bitmap 035B8520
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87872] removed dtor for sub_bitmap 035BA520
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87874] removed dtor for sub_bitmap 035BAD30
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87876] removed dtor for sub_bitmap 035B8FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87878] removed dtor for sub_bitmap 035BA678
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87881] removed dtor for sub_bitmap 035B90F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87883] removed dtor for sub_bitmap 035B9E68
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87886] removed dtor for sub_bitmap 035BA7D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87888] removed dtor for sub_bitmap 035B9250
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87890] removed dtor for sub_bitmap 035B93A8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87892] removed dtor for sub_bitmap 035BA928
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87894] removed dtor for sub_bitmap 035B9500
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87896] removed dtor for sub_bitmap 035B9658
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87898] removed dtor for sub_bitmap 035B97B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87899] removed dtor for sub_bitmap 035B9A60
